,RCLC1 Price,Date,Daily Return
4082,3.91,2010-04-08,-0.027744528633655105
4083,4.07,2010-04-09,0.04010562545722925
4084,4.01,2010-04-12,-0.014851758136025926
4085,4.16,2010-04-13,0.0367238329546941
4086,4.2,2010-04-14,0.009569451016150672
4087,3.99,2010-04-15,-0.05129329438755058
4088,4.04,2010-04-16,0.012453461071286557
4089,3.94,2010-04-19,-0.025063968663216276
4090,3.98,2010-04-20,0.01010109598650392
4091,3.96,2010-04-21,-0.005037794029957181
4092,4.13,2010-04-22,0.0420333817065521
4093,4.26,2010-04-23,0.030991753308337554
4094,4.26,2010-04-26,0.0
4095,4.22,2010-04-27,-0.009434032233358642
4096,4.27,2010-04-28,0.011778699192612705
4097,3.98,2010-04-29,-0.07033200794418681
4098,3.92,2010-04-30,-0.015190165493975233
4099,4.0,2010-05-03,0.02020270731751947
4100,4.01,2010-05-04,0.002496880198587146
4101,3.99,2010-05-05,-0.0050000104167056405
4102,3.93,2010-05-06,-0.01515180502060222
4103,4.02,2010-05-07,0.022642476749759752
4104,4.17,2010-05-10,0.036634133179780384
4105,4.13,2010-05-11,-0.009638628837768745
4106,4.28,2010-05-12,0.03567560262076419
4107,4.34,2010-05-13,0.013921338518608014
4108,4.31,2010-05-14,-0.0069364439966570985
4109,4.4,2010-05-17,0.020666636808559128
4110,4.34,2010-05-18,-0.013730192811902131
4111,4.16,2010-05-19,-0.04235927383914151
4112,4.11,2010-05-20,-0.012092045765028633
4113,4.04,2010-05-21,-0.01717833653508463
4114,4.02,2010-05-24,-0.004962789342129125
4115,4.05,2010-05-25,0.007434978487518212
4116,4.16,2010-05-26,0.026798193154724217
4117,4.29,2010-05-27,0.030771658666753687
4118,4.34,2010-05-28,0.011587615172387829
4119,4.25,2010-06-01,-0.020955365175987995
4120,4.42,2010-06-02,0.03922071315328133
4121,4.69,2010-06-03,0.059292886368581245
4122,4.8,2010-06-04,0.023183335455657067
4123,4.92,2010-06-07,0.02469261259037163
4124,4.81,2010-06-08,-0.02261144638654703
4125,4.68,2010-06-09,-0.027398974188114388
4126,4.65,2010-06-10,-0.0064308903302902915
4127,4.78,2010-06-11,0.027573326904099554
4128,5.01,2010-06-14,0.046995368593408755
4129,5.19,2010-06-15,0.035297782081023896
4130,4.98,2010-06-16,-0.04130380614123575
4131,5.16,2010-06-17,0.03550668845690982
4132,5.0,2010-06-18,-0.03149866705937105
4133,4.87,2010-06-21,-0.026343975339601977
4134,4.76,2010-06-22,-0.022846268851169846
4135,4.8,2010-06-23,0.00836824967051658
4136,4.75,2010-06-24,-0.010471299867295366
4137,4.86,2010-06-25,0.022893819865852715
4138,4.72,2010-06-28,-0.02922963831493848
4139,4.55,2010-06-29,-0.03668156663460498
4140,4.62,2010-06-30,0.0152674721307886
4141,4.85,2010-07-01,0.04858399985574428
4142,4.69,2010-07-02,-0.03354612249120371
4143,4.68,2010-07-06,-0.002134472528632792
4144,4.57,2010-07-07,-0.023784905023441952
4145,4.4,2010-07-08,-0.03790866398189784
4146,4.4,2010-07-09,0.0
4147,4.39,2010-07-12,-0.002275313837135651
4148,4.35,2010-07-13,-0.009153381986487248
4149,4.31,2010-07-14,-0.009237940984936362
4150,4.59,2010-07-15,0.06294211995679752
4151,4.52,2010-07-16,-0.015368030228314062
4152,4.51,2010-07-19,-0.0022148403295527874
4153,4.59,2010-07-20,0.01758287055786688
4154,4.51,2010-07-21,-0.01758287055786682
4155,4.64,2010-07-22,0.028417212723576904
4156,4.58,2010-07-23,-0.013015368112070248
4157,4.61,2010-07-26,0.006528858882463631
4158,4.68,2010-07-27,0.015070252920998173
4159,4.77,2010-07-28,0.01904819497069441
4160,4.83,2010-07-29,0.012500162764231468
4161,4.92,2010-07-30,0.018462062839735352
4162,4.7,2010-08-02,-0.045746021788203806
4163,4.64,2010-08-03,-0.012848142477849137
4164,4.74,2010-08-04,0.021322769468821244
4165,4.6,2010-08-05,-0.0299808322119359
4166,4.47,2010-08-06,-0.0286678948695718
4167,4.31,2010-08-09,-0.03645050450982103
4168,4.3,2010-08-10,-0.0023228814161396385
4169,4.33,2010-08-11,0.0069525193148818835
4170,4.3,2010-08-12,-0.0069525193148817525
4171,4.33,2010-08-13,0.0069525193148818835
4172,4.23,2010-08-16,-0.02336554895621177
4173,4.27,2010-08-17,0.009411834182346378
4174,4.24,2010-08-18,-0.007050557996666687
4175,4.17,2010-08-19,-0.016647233433156394
4176,4.12,2010-08-20,-0.012062872449274984
4177,4.07,2010-08-23,-0.012210163906931396
4178,4.04,2010-08-24,-0.0073983074814449245
4179,3.87,2010-08-25,-0.0429901849313683
4180,3.82,2010-08-26,-0.013004084423206684
4181,3.65,2010-08-27,-0.0455232550240837
4182,3.81,2010-08-30,0.0429020215442095
4183,3.82,2010-08-31,0.0026212334798740656
4184,3.76,2010-09-01,-0.015831465216680628
4185,3.75,2010-09-02,-0.002663117419483662
4186,3.94,2010-09-03,0.04942488332752297
4187,3.85,2010-09-07,-0.023107575010149605
4188,3.81,2010-09-08,-0.010443959161083262
4189,3.77,2010-09-09,-0.010554187678690256
4190,3.88,2010-09-10,0.028760152175262652
4191,3.94,2010-09-13,0.01534556967466032
4192,3.97,2010-09-14,0.007585371389256564
4193,4.0,2010-09-15,0.007528266420791588
4194,4.06,2010-09-16,0.014888612493750559
4195,4.02,2010-09-17,-0.00990107098271157
4196,3.82,2010-09-20,-0.05103148001244576
4197,3.92,2010-09-21,0.025841231183887328
4198,3.97,2010-09-22,0.01267444089672786
4199,4.02,2010-09-23,0.012515807931830599
4200,3.88,2010-09-24,-0.03544674899574757
4201,3.8,2010-09-27,-0.020834086902842025
4202,3.84,2010-09-28,0.010471299867295437
4203,3.96,2010-09-29,0.030771658666753687
4204,3.87,2010-09-30,-0.02298951822469872
4205,3.8,2010-10-01,-0.01825344030935046
4206,3.73,2010-10-04,-0.018592833076615856
4207,3.74,2010-10-05,0.0026773777707163942
4208,3.87,2010-10-06,0.03416889561524979
4209,3.62,2010-10-07,-0.06678048120401071
4210,3.65,2010-10-08,0.008253141756720482
4211,3.6,2010-10-11,-0.01379332213233576
4212,3.63,2010-10-12,0.008298802814695064
4213,3.7,2010-10-13,0.01910017137341943
4214,3.66,2010-10-14,-0.010869672236903879
4215,3.54,2010-10-15,-0.033336420267591836
4216,3.43,2010-10-18,-0.03156646596783453
4217,3.51,2010-10-19,0.023055776299925796
4218,3.54,2010-10-20,0.00851068966790861
4219,3.37,2010-10-21,-0.04921398278141267
4220,3.33,2010-10-22,-0.011940440371917863
4221,3.32,2010-10-25,-0.0030075210639553284
4222,3.35,2010-10-26,0.008995562908578003
4223,3.29,2010-10-27,-0.018072781059694506
4224,3.89,2010-10-28,0.16752159285307433
4225,4.04,2010-10-29,0.03783553434270382
4226,3.83,2010-11-01,-0.05337988878050413
4227,3.87,2010-11-02,0.010389703849135868
4228,3.84,2010-11-03,-0.007782140442054963
4229,3.86,2010-11-04,0.00519481687710393
4230,3.94,2010-11-05,0.02051353983310303
4231,4.09,2010-11-08,0.037364246744867984
4232,4.21,2010-11-09,0.0289176776395798
4233,4.05,2010-11-10,-0.03874576657584229
4234,3.93,2010-11-11,-0.030077455237277836
4235,3.8,2010-11-12,-0.03363835914882991
4236,3.845,2010-11-15,0.011772536225267412
4237,3.818,2010-11-16,-0.007046877654051484
4238,4.03,2010-11-17,0.054039650655035854
4239,4.007,2010-11-18,-0.005723544304584198
4240,4.164,2010-11-19,0.03843331909871493
4241,4.271,2010-11-22,0.025371841106607017
4242,4.264,2010-11-23,-0.0016403049957859248
4243,4.267,2010-11-24,0.0007033173423194904
4244,4.399,2010-11-26,0.03046623816071961
4245,4.21,2010-11-29,-0.04391459467229262
4246,4.18,2010-11-30,-0.007151401157625128
4247,4.269,2010-12-01,0.02106836123916018
4248,4.343,2010-12-02,0.017185745776859843
4249,4.349,2010-12-03,0.0013805800628164918
4250,4.488,2010-12-06,0.03146123460489386
4251,4.393,2010-12-07,-0.02139480322675286
4252,4.606,2010-12-08,0.047347436404851
4253,4.435,2010-12-09,-0.037832185636950684
4254,4.417,2010-12-10,-0.004066883147153407
4255,4.42,2010-12-13,0.000678963475217328
4256,4.255,2010-12-14,-0.03804493406426928
4257,4.222,2010-12-15,-0.007785812599208443
4258,4.048,2010-12-16,-0.042086017440964504
4259,4.066,2010-12-17,0.0044367832209905
4260,4.237,2010-12-20,0.04119575643826733
4261,4.059,2010-12-21,-0.0429188337876615
4262,4.152,2010-12-22,0.022653508006826868
4263,4.083,2010-12-23,-0.016758133526148758
4264,4.112,2010-12-27,0.007077515815425333
4265,4.216,2010-12-28,0.024977283086197347
4266,4.287,2010-12-29,0.016700376376778847
4267,4.338,2010-12-30,0.01182622478884263
4268,4.405,2010-12-31,0.015326846983460141
4269,4.65,2011-01-03,0.054126960211122135
4270,4.669,2011-01-04,0.004077696389534864
4271,4.473,2011-01-05,-0.0428855915380889
4272,4.434,2011-01-06,-0.008757213256591317
4273,4.422,2011-01-07,-0.0027100287588652412
4274,4.399,2011-01-10,-0.005214840068671767
4275,4.481,2011-01-11,0.018468993437423205
4276,4.531,2011-01-12,0.011096429880995221
4277,4.407,2011-01-13,-0.027748479825151103
4278,4.48,2011-01-14,0.016428860567043988
4279,4.425,2011-01-18,-0.012352767967001051
4280,4.561,2011-01-19,0.030271619269670647
4281,4.695,2011-01-20,0.02895621493066288
4282,4.736,2011-01-21,0.008694784921478125
4283,4.58,2011-01-24,-0.033493899455610925
4284,4.473,2011-01-25,-0.023639673675382594
4285,4.491,2011-01-26,0.004016069654889965
4286,4.316,2011-01-27,-0.03974634670971275
4287,4.323,2011-01-28,0.0016205582896066236
4288,4.42,2011-01-31,0.022190090404112024
4289,4.347,2011-02-01,-0.01665374408295168
4290,4.429,2011-02-02,0.018687872934406175
4291,4.337,2011-02-03,-0.020990960087832067
4292,4.31,2011-02-04,-0.0062449607375728335
4293,4.104,2011-02-07,-0.048975796247187925
4294,4.04,2011-02-08,-0.015717415895409707
4295,4.044,2011-02-09,0.0009896091851662818
4296,3.986,2011-02-10,-0.014446079367621852
4297,3.91,2011-02-11,-0.0192508477933286
4298,3.925,2011-02-14,0.0038289772370972515
4299,3.976,2011-02-15,0.012909937559955977
4300,3.921,2011-02-16,-0.013929565484133037
4301,3.868,2011-02-17,-0.01360914571914672
4302,3.876,2011-02-18,0.0020661164374719087
4303,3.867,2011-02-22,-0.002324681403359798
4304,3.9,2011-02-23,0.008497540510440719
4305,3.793,2011-02-24,-0.02781929042883878
4306,4.005,2011-02-25,0.05438631781356063
4307,4.037,2011-02-28,0.007958261350481284
4308,3.873,2011-03-01,-0.04147244133818849
4309,3.818,2011-03-02,-0.014302675229059363
4310,3.778,2011-03-03,-0.010531956224238076
4311,3.809,2011-03-04,0.008171918417149216
4312,3.927,2011-03-07,0.030509088099405644
4313,3.864,2011-03-08,-0.016172859245601072
4314,3.93,2011-03-09,0.016936509530898473
4315,3.83,2011-03-10,-0.025774622688615252
4316,3.889,2011-03-11,0.015287251981055459
4317,3.914,2011-03-14,0.006407813800274257
4318,3.941,2011-03-15,0.006874629238982017
4319,3.938,2011-03-16,-0.000761517995932727
4320,4.158,2011-03-17,0.05436120921888743
4321,4.168,2011-03-18,0.0024021150152446183
4322,4.161,2011-03-21,-0.0016808744502617514
4323,4.254,2011-03-22,0.022104286777241272
4324,4.335,2011-03-23,0.018861893454459808
4325,4.244,2011-03-24,-0.021215389480768537
4326,4.403,2011-03-25,0.03677990602188007
4327,4.374,2011-03-28,-0.006608204519040615
4328,4.24,2011-03-29,-0.031114653010709547
4329,4.355,2011-03-30,0.026761341060599866
4330,4.389,2011-03-31,0.007776800401630724
4331,4.362,2011-04-01,-0.006170742926659618
4332,4.289,2011-04-04,-0.016877062244694048
4333,4.231,2011-04-05,-0.013615233796812998
4334,4.146,2011-04-06,-0.020294357724342554
4335,4.057,2011-04-07,-0.02170022978927758
4336,4.041,2011-04-08,-0.003951598127973556
4337,4.108,2011-04-11,0.016444105969975004
4338,4.098,2011-04-12,-0.0024372422496037553
4339,4.141,2011-04-13,0.01043825474672226
4340,4.212,2011-04-14,0.01700028970829888
4341,4.204,2011-04-15,-0.0019011412570244187
4342,4.138,2011-04-18,-0.01582387369135332
4343,4.262,2011-04-19,0.02952595435307397
4344,4.31,2011-04-20,0.01119937043923105
4345,4.412,2011-04-21,0.023390197275599635
4346,4.389,2011-04-25,-0.005226690685159027
4347,4.387,2011-04-26,-0.000455788522020195
4348,4.377,2011-04-27,-0.0022820639753185585
4349,4.571,2011-04-28,0.043368441140849014
4350,4.698,2011-04-29,0.02740488688711398
4351,4.693,2011-05-02,-0.0010648494244406156
4352,4.67,2011-05-03,-0.004912965131474631
4353,4.577,2011-05-04,-0.02011531000930095
4354,4.261,2011-05-05,-0.07153988715372998
4355,4.235,2011-05-06,-0.006120546413757205
4356,4.154,2011-05-09,-0.01931160265009721
4357,4.246,2011-05-10,0.02190563782714393
4358,4.181,2011-05-11,-0.01542691090663652
4359,4.194,2011-05-12,0.0031044801053002912
4360,4.246,2011-05-13,0.012322430801336201
4361,4.318,2011-05-16,0.016814968811551118
4362,4.182,2011-05-17,-0.0320027310861736
4363,4.198,2011-05-18,0.0038186203919994854
4364,4.094,2011-05-19,-0.025085734159343478
4365,4.23,2011-05-20,0.03267950581908892
4366,4.346,2011-05-23,0.027053888776051117
4367,4.345,2011-05-24,-0.00023012311688263746
4368,4.379,2011-05-25,0.007794629101905885
4369,4.326,2011-05-26,-0.012177060288394244
4370,4.518,2011-05-27,0.04342609051494448
4371,4.666,2011-05-31,0.03223275555342681
4372,4.629,2011-06-01,-0.007961311550104907
4373,4.794,2011-06-02,0.03502427396305925
4374,4.707,2011-06-03,-0.018314373593187293
4375,4.827,2011-06-06,0.025174394259350613
4376,4.831,2011-06-07,0.000828328893913807
4377,4.847,2011-06-08,0.0033064712909692557
4378,4.674,2011-06-09,-0.03634472074657268
4379,4.757,2011-06-10,0.01760198133347801
4380,4.646,2011-06-13,-0.023610583101927027
4381,4.581,2011-06-14,-0.014089319443612216
4382,4.577,2011-06-15,-0.0008735532331001769
4383,4.412,2011-06-16,-0.03671566028024898
4384,4.325,2011-06-17,-0.019915961007413385
4385,4.317,2011-06-20,-0.001851423810502187
4386,4.388,2011-06-21,0.016312825839643306
4387,4.317,2011-06-22,-0.01631282583964333
4388,4.193,2011-06-23,-0.02914424838471498
4389,4.229,2011-06-24,0.008549090301726018
4390,4.256,2011-06-27,0.006364193548991805
4391,4.357,2011-06-28,0.023453995095961747
4392,4.315,2011-06-29,-0.009686422599913789
4393,4.374,2011-06-30,0.013580597719184753
4394,4.311,2011-07-01,-0.01450802648957852
4395,4.363,2011-07-05,0.011989998376475063
4396,4.217,2011-07-06,-0.03403591937704997
4397,4.133,2011-07-07,-0.020120439234827408
4398,4.205,2011-07-08,0.017270757895316083
4399,4.288,2011-07-11,0.019546130343589495
4400,4.333,2011-07-12,0.01043971898927151
4401,4.403,2011-07-13,0.016025984015844177
4402,4.378,2011-07-14,-0.005694127672945497
4403,4.546,2011-07-15,0.03765572632968033
4404,4.546,2011-07-18,0.0
4405,4.533,2011-07-19,-0.0028637534716392547
4406,4.5,2011-07-20,-0.007306575182438251
4407,4.395,2011-07-21,-0.02360986563913385
4408,4.399,2011-07-22,0.0009097112294425619
4409,4.386,2011-07-25,-0.0029595923708862753
4410,4.37,2011-07-26,-0.0036546408881976697
4411,4.37,2011-07-27,0.0
4412,4.244,2011-07-28,-0.02925678835576217
4413,4.145,2011-07-29,-0.023603432164478473
4414,4.188,2011-08-01,0.01032050442103221
4415,4.155,2011-08-02,-0.007910864700878836
4416,4.09,2011-08-03,-0.015767458252701212
4417,3.941,2011-08-04,-0.03711047184184376
4418,3.941,2011-08-05,0.0
4419,3.935,2011-08-08,-0.0015236163434999754
4420,3.994,2011-08-09,0.014882353124256892
4421,4.003,2011-08-10,0.0022508450168131603
4422,4.108,2011-08-11,0.025892212055875136
4423,4.06,2011-08-12,-0.011753318452670492
4424,4.024,2011-08-15,-0.008906540816203113
4425,3.932,2011-08-16,-0.02312823051251798
4426,3.933,2011-08-17,0.00025429116475240315
4427,3.892,2011-08-18,-0.010479329125913782
4428,3.94,2011-08-19,0.012257558986083838
4429,3.889,2011-08-22,-0.01302866813623227
4430,3.993,2011-08-23,0.026390772907474127
4431,3.922,2011-08-24,-0.017941100306929723
4432,3.931,2011-08-25,0.0022921186655686654
4433,3.931,2011-08-26,0.0
4434,3.857,2011-08-29,-0.0190041672136325
4435,3.909,2011-08-30,0.013391907584727024
4436,4.054,2011-08-31,0.036422461218990676
4437,4.05,2011-09-01,-0.0009871669113606406
4438,3.872,2011-09-02,-0.044945711704117125
4439,3.938,2011-09-06,0.016901810802603254
4440,3.94,2011-09-07,0.0005077430929086551
4441,3.98,2011-09-08,0.01010109598650392
4442,3.915,2011-09-09,-0.016466489853579843
4443,3.885,2011-09-12,-0.0076923456231557255
4444,3.98,2011-09-13,0.024158835476735672
4445,4.039,2011-09-14,0.014715317284929481
4446,3.878,2011-09-15,-0.04067757976081563
4447,3.809,2011-09-16,-0.01795286932399309
4448,3.829,2011-09-19,0.005236984998690461
4449,3.798,2011-09-20,-0.0081290601050634
4450,3.73,2011-09-21,-0.018066378734369976
4451,3.705,2011-09-22,-0.006724974907673968
4452,3.701,2011-09-23,-0.0010802053440313413
4453,3.782,2011-09-26,0.021649916832246863
4454,3.827,2011-09-27,0.011828236207299368
4455,3.759,2011-09-28,-0.017928241861524294
4456,3.747,2011-09-29,-0.003197444770490654
4457,3.666,2011-09-30,-0.02185437039403704
4458,3.617,2011-10-03,-0.013456196447552356
4459,3.638,2011-10-04,0.0057891271259696035
4460,3.57,2011-10-05,-0.018868484304382805
4461,3.598,2011-10-06,0.007812539736793625
4462,3.481,2011-10-07,-0.033058526699039505
4463,3.541,2011-10-10,0.01708956430046479
4464,3.616,2011-10-11,0.020959269400163426
4465,3.489,2011-10-12,-0.0357532803252931
4466,3.531,2011-10-13,0.011965954741612432
4467,3.703,2011-10-14,0.04756218498522624
4468,3.688,2011-10-17,-0.0040589962371281995
4469,3.553,2011-10-18,-0.03729198865545738
4470,3.586,2011-10-19,0.00924505814405099
4471,3.63,2011-10-20,0.012195273093818206
4472,3.629,2011-10-21,-0.0002755200458261224
4473,3.604,2011-10-24,-0.006912788484841733
4474,3.658,2011-10-25,0.014872210222582425
4475,3.59,2011-10-26,-0.01876434746848645
4476,3.524,2011-10-27,-0.01855549442625433
4477,3.923,2011-10-28,0.10725995915348242
4478,3.934,2011-10-31,0.0028000527394519453
4479,3.781,2011-11-01,-0.03966819505807154
4480,3.749,2011-11-02,-0.008499387155020873
4481,3.778,2011-11-03,0.0077056313255427925
4482,3.783,2011-11-04,0.001322576571574451
4483,3.696,2011-11-07,-0.023266191871454386
4484,3.745,2011-11-08,0.013170463189745008
4485,3.652,2011-11-09,-0.02514665423646073
4486,3.649,2011-11-10,-0.0008218052784115252
4487,3.584,2011-11-11,-0.017973662341626576
4488,3.458,2011-11-14,-0.03578910785158528
4489,3.404,2011-11-15,-0.01573917654997119
4490,3.344,2011-11-16,-0.01778351548867249
4491,3.41,2011-11-17,0.019544596072970346
4492,3.316,2011-11-18,-0.027953054022377015
4493,3.399,2011-11-21,0.024722033440930418
4494,3.415,2011-11-22,0.004696222308774376
4495,3.46,2011-11-23,0.01309109604687942
4496,3.542,2011-11-25,0.023422950291008923
4497,3.364,2011-11-28,-0.051560797249940137
4498,3.633,2011-11-29,0.07692801112836323
4499,3.55,2011-11-30,-0.02311114975174048
4500,3.648,2011-12-01,0.02723146872476062
4501,3.584,2011-12-02,-0.017699577099400975
4502,3.461,2011-12-05,-0.03492193045947692
4503,3.487,2011-12-06,0.007484203040306875
4504,3.421,2011-12-07,-0.019108861698046587
4505,3.457,2011-12-08,0.010468254944019912
4506,3.317,2011-12-09,-0.041340400974571985
4507,3.254,2011-12-12,-0.019175751168069334
4508,3.279,2011-12-13,0.007653489065665212
4509,3.136,2011-12-14,-0.04459039537434971
4510,3.127,2011-12-15,-0.002874024012457307
4511,3.127,2011-12-16,0.0
4512,3.096,2011-12-19,-0.009963122748223502
4513,3.128,2011-12-20,0.010282866955584056
4514,3.155,2011-12-21,0.008594673310111774
4515,3.169,2011-12-22,0.004427584715607221
4516,3.114,2011-12-23,-0.017508007296977185
4517,3.112,2011-12-27,-0.0006424670956613869
4518,3.084,2011-12-28,-0.009038150615062147
4519,3.027,2011-12-29,-0.018655425661501395
4520,2.989,2011-12-30,-0.012633146737780905
4521,2.993,2012-01-03,0.0013373455687610755
4522,3.096,2012-01-04,0.033834726856918816
4523,2.98,2012-01-05,-0.038187655210167634
4524,3.062,2012-01-06,0.027144996718178986
4525,3.011,2012-01-09,-0.01679604773589516
4526,2.941,2012-01-10,-0.023522589927738917
4527,2.774,2012-01-11,-0.05845933767921806
4528,2.697,2012-01-12,-0.028150277735046903
4529,2.67,2012-01-13,-0.010061571745434745
4530,2.488,2012-01-17,-0.07059929753522516
4531,2.472,2012-01-18,-0.006451635281488719
4532,2.322,2012-01-19,-0.06259865631974455
4533,2.343,2012-01-20,0.009003276249958793
4534,2.525,2012-01-23,0.07480890320166457
4535,2.554,2012-01-24,0.01141969488302441
4536,2.729,2012-01-25,0.06627448411585395
4537,2.605,2012-01-26,-0.0465025665208712
4538,2.678,2012-01-27,0.027637572063650504
4539,2.713,2012-01-30,0.012984786407813888
4540,2.503,2012-01-31,-0.08056502122715756
4541,2.382,2012-02-01,-0.04954954151652881
4542,2.554,2012-02-02,0.06972028667723909
4543,2.499,2012-02-03,-0.021770105757532115
4544,2.55,2012-02-06,0.020202707317519254
4545,2.472,2012-02-07,-0.031065819574890373
4546,2.448,2012-02-08,-0.009756174945364685
4547,2.477,2012-02-09,0.011776785857142815
4548,2.477,2012-02-10,0.0
4549,2.431,2012-02-13,-0.01874545517323616
4550,2.532,2012-02-14,0.040706808947943346
4551,2.425,2012-02-15,-0.043177979892483336
4552,2.567,2012-02-16,0.05690637749955702
4553,2.684,2012-02-17,0.04457031722043195
4554,2.626,2012-02-21,-0.021846443228831003
4555,2.643,2012-02-22,0.006452859741547641
4556,2.621,2012-02-23,-0.008358711280882728
4557,2.55,2012-02-24,-0.02746256517093454
4558,2.446,2012-02-27,-0.041639321905354035
4559,2.519,2012-02-28,0.029407960105492514
4560,2.616,2012-02-29,0.03778443622447915
4561,2.463,2012-03-01,-0.060266314456551416
4562,2.484,2012-03-02,0.00849004493283146
4563,2.355,2012-03-05,-0.05332943660285127
4564,2.356,2012-03-06,0.00042453832095920124
4565,2.302,2012-03-07,-0.02318695548964931
4566,2.272,2012-03-08,-0.013117809440786114
4567,2.324,2012-03-09,0.022629338130759902
4568,2.269,2012-03-12,-0.02395063319195995
4569,2.299,2012-03-13,0.013135039983339638
4570,2.284,2012-03-14,-0.006545953987280767
4571,2.279,2012-03-15,-0.00219154153021658
4572,2.326,2012-03-16,0.020413303832925448
4573,2.351,2012-03-19,0.010690715461459705
4574,2.335,2012-03-20,-0.0068288784370717755
4575,2.36,2012-03-21,0.010649727916657928
4576,2.269,2012-03-22,-0.03932241323981394
4577,2.275,2012-03-23,0.0026408466052090258
4578,2.226,2012-03-26,-0.02177379954956062
4579,2.208,2012-03-27,-0.008119124438504129
4580,2.191,2012-03-28,-0.007729067801519526
4581,2.149,2012-03-29,-0.01935544295295598
4582,2.126,2012-03-30,-0.010760337740617259
4583,2.152,2012-04-02,0.012155362379781896
4584,2.187,2012-04-03,0.0161330993950926
4585,2.141,2012-04-04,-0.02125773208708497
4586,2.089,2012-04-05,-0.024587527033116997
4587,2.107,2012-04-09,0.008579652247623254
4588,2.031,2012-04-10,-0.036736852223804364
4589,1.984,2012-04-11,-0.023413273735566686
4590,1.983,2012-04-12,-0.0005041593250221109
4591,1.981,2012-04-13,-0.0010090818212450574
4592,2.016,2012-04-16,0.01751358249270821
4593,1.951,2012-04-17,-0.03277328856814802
4594,1.951,2012-04-18,0.0
4595,1.907,2012-04-19,-0.022810735022692194
4596,1.927,2012-04-20,0.010433062813947293
4597,2.007,2012-04-23,0.04067668038197178
4598,1.975,2012-04-24,-0.016072671461115958
4599,2.068,2012-04-25,0.046013558293097404
4600,2.036,2012-04-26,-0.0155948579579064
4601,2.186,2012-04-27,0.0710862910660704
4602,2.285,2012-04-30,0.04429263459182126
4603,2.371,2012-05-01,0.03694578273710033
4604,2.253,2012-05-02,-0.05104914563316104
4605,2.34,2012-05-03,0.03788826791950247
4606,2.279,2012-05-04,-0.026414179106062873
4607,2.336,2012-05-07,0.024703314702433435
4608,2.393,2012-05-08,0.02410774396025562
4609,2.465,2012-05-09,0.029643998568417245
4610,2.487,2012-05-10,0.008885357326614267
4611,2.509,2012-05-11,0.008807102563017446
4612,2.431,2012-05-14,-0.03158157205029881
4613,2.5,2012-05-15,0.027988036540168716
4614,2.618,2012-05-16,0.046119935613553036
4615,2.594,2012-05-17,-0.009209581593456004
4616,2.742,2012-05-18,0.05548649524587052
4617,2.609,2012-05-21,-0.049720574985531237
4618,2.707,2012-05-22,0.03687400447757274
4619,2.737,2012-05-23,0.01102141942637792
4620,2.647,2012-05-24,-0.033435506813577966
4621,2.568,2012-05-25,-0.030299537417249396
4622,2.429,2012-05-29,-0.05564773580767937
4623,2.418,2012-05-30,-0.0045388978274343555
4624,2.422,2012-05-31,0.0016528929382995943
4625,2.326,2012-06-01,-0.04044359103442784
4626,2.415,2012-06-04,0.037549233008063294
4627,2.446,2012-06-05,0.012754750160444634
4628,2.421,2012-06-06,-0.010273359309059312
4629,2.274,2012-06-07,-0.06264028262757704
4630,2.299,2012-06-08,0.010933850452700188
4631,2.218,2012-06-11,-0.03586835685286918
4632,2.232,2012-06-12,0.006292155590889272
4633,2.185,2012-06-13,-0.02128221597151105
4634,2.495,2012-06-14,0.13267290065592852
4635,2.467,2012-06-15,-0.011285891656262308
4636,2.635,2012-06-18,0.06588034444610585
4637,2.545,2012-06-19,-0.03475253199083949
4638,2.517,2012-06-20,-0.011062933849307248
4639,2.582,2012-06-21,0.025496576271271883
4640,2.625,2012-06-22,0.016516603619136472
4641,2.694,2012-06-25,0.025946181944585135
4642,2.767,2012-06-26,0.026736622816616647
4643,2.774,2012-06-27,0.0025266210878509636
4644,2.722,2012-06-28,-0.018923417663365517
4645,2.824,2012-06-29,0.03678741540172131
4646,2.824,2012-07-02,0.0
4647,2.899,2012-07-03,0.026211530308522756
4648,2.945,2012-07-05,0.015742967164031563
4649,2.776,2012-07-06,-0.05909777445899202
4650,2.883,2012-07-09,0.037820376011707096
4651,2.737,2012-07-10,-0.05196898859772303
4652,2.853,2012-07-11,0.04150864217282086
4653,2.874,2012-07-12,0.007333715425470193
4654,2.874,2012-07-13,0.0
4655,2.801,2012-07-16,-0.025728291378861654
4656,2.796,2012-07-17,-0.001786671906407794
4657,2.973,2012-07-18,0.06138171964439691
4658,2.999,2012-07-19,0.008707355750911534
4659,3.081,2012-07-20,0.026975319847658816
4660,3.117,2012-07-23,0.01161678117066924
4661,3.187,2012-07-24,0.022209034649999175
4662,3.07,2012-07-25,-0.03740247383609362
4663,3.105,2012-07-26,0.011336153786336307
4664,3.01,2012-07-27,-0.031073636624657754
4665,3.214,2012-07-30,0.06557618855453644
4666,3.209,2012-07-31,-0.00155690518760094
4667,3.171,2012-08-01,-0.011912366571509604
4668,2.92,2012-08-02,-0.0824633792760199
4669,2.877,2012-08-03,-0.014835531710779613
4670,2.908,2012-08-06,0.01071747510186217
4671,2.964,2012-08-07,0.01907414776256762
4672,2.933,2012-08-08,-0.010513917438526485
4673,2.945,2012-08-09,0.004083027108236065
4674,2.77,2012-08-10,-0.061261496904302784
4675,2.729,2012-08-13,-0.0149120784730457
